"","lemma_morphit","form_1ps_ind","formfreq_1ps_ind","fonform_1ps_ind","fonroot_1ps_ind","pal_end_1ps_ind","conj","inf_root","pal_end_inf","form_3ps_ind","formfreq_3ps_ind","fonform_3ps_ind","fonroot_3ps_ind","pal_end_3ps_ind","form_1pp_ind","formfreq_1pp_ind","fonform_1pp_ind","fonroot_1pp_ind","pal_end_1pp_ind","form_1ps_sub","formfreq_1ps_sub","fonform_1ps_sub","fonroot_1ps_sub","pal_end_1ps_sub","L_morph","indpres_1s_eq_inf","fonroot_noinc_1ps_ind"
"788","divagare","divago",151,"divago","divag","g","are","divag","g","divaga",235,"divaga","divag","g","divaghiamo",128,"divagiamo","divag","g","divaghi",38,"divagi","divag","g",0,1,"-"
"789","divaricare","divarico",16,"divariko","divarik","k","are","divarik","k","divarica",90,"divarika","divarik","k","divarichiamo",4,"divarikiamo","divarik","k","divarichi",7,"divariki","divarik","k",0,1,"-"
"790","diventare","divento",2302,"divento","divent","-","are","divent","-","diventa",146055,"diventa","divent","-","diventiamo",1755,"diventiamo","divent","-","diventi",17763,"diventi","divent","-",0,1,"-"
"791","diversificare","diversifico",7,"diversifiko","diversifik","k","are","diversifik","k","diversifica",597,"diversifika","diversifik","k","diversifichiamo",6,"diversifikiamo","diversifik","k","diversifichi",33,"diversifiki","diversifik","k",0,1,"-"
"792","divorare","divoro",132,"divoro","divor","-","are","divor","-","divora",1851,"divora","divor","-","divoriamo",32,"divoriamo","divor","-","divori",172,"divori","divor","-",0,1,"-"
"793","divorziare","divorzio",97,"divorzio","divorzi","-","are","divorzi","-","divorzia",347,"divorzia","divorzi","-","divorziamo",5,"divorziamo","divorzi","-","divorzi",164,"divorzi","divorz","-",0,1,"-"
"794","divulgare","divulgo",49,"divulgo","divulg","lg","are","divulg","lg","divulga",533,"divulga","divulg","lg","divulghiamo",70,"divulgiamo","divulg","lg","divulghi",153,"divulgi","divulg","lg",0,1,"-"
"795","docciare","doccio",11,"dottSo","dottS","tS","are","dottS","tS","doccia",1212,"dottSa","dottS","tS","docciamo",4,"dottSamo","dottS","tS","docci",12,"dottSi","dottS","tS",0,1,"-"
"796","documentare","documento",171,"dokumento","dokument","-","are","dokument","-","documenta",4567,"dokumenta","dokument","-","documentiamo",81,"dokumentiamo","dokument","-","documenti",706,"dokumenti","dokument","-",0,1,"-"
"797","domandare","domando",9038,"domando","domand","-","are","domand","-","domanda",9955,"domanda","domand","-","domandiamo",1508,"domandiamo","domand","-","domandi",1129,"domandi","domand","-",0,1,"-"
"799","domare","domo",177,"domo","dom","-","are","dom","-","doma",252,"doma","dom","-","domiamo",6,"domiamo","dom","-","domi",138,"domi","dom","-",0,1,"-"
"800","dominare","domino",1047,"domino","domin","-","are","domin","-","domina",11753,"domina","domin","-","dominiamo",50,"dominiamo","domin","-","domini",1639,"domini","domin","-",0,1,"-"
"801","donare","dono",909,"dono","don","-","are","don","-","dona",9043,"dona","don","-","doniamo",160,"doniamo","don","-","doni",1564,"doni","don","-",0,1,"-"
"802","dondolare","dondolo",788,"dondolo","dondol","-","are","dondol","-","dondola",541,"dondola","dondol","-","dondoliamo",11,"dondoliamo","dondol","-","dondoli",78,"dondoli","dondol","-",0,1,"-"
"803","doppiare","doppio",7,"doppio","doppi","-","are","doppi","-","doppia",189,"doppia","doppi","-","doppiamo",28,"doppiamo","doppi","-","doppi",378,"doppi","dopp","-",0,1,"-"
"804","dotare","doto",68,"doto","dot","-","are","dot","-","dota",1214,"dota","dot","-","dotiamo",60,"dotiamo","dot","-","doti",550,"doti","dot","-",0,1,"-"
"805","drammatizzare","drammatizzo",10,"drammatizzo","drammatizz","-","are","drammatizz","-","drammatizza",145,"drammatizza","drammatizz","-","drammatizziamo",83,"drammatizziamo","drammatizz","-","drammatizzi",13,"drammatizzi","drammatizz","-",0,1,"-"
"806","drogare","drogo",130,"drogo","drog","g","are","drog","g","droga",400,"droga","drog","g","droghiamo",20,"drogiamo","drog","g","droghi",147,"drogi","drog","g",0,1,"-"
"807","dubitare","dubito",6356,"dubito","dubit","-","are","dubit","-","dubita",2596,"dubita","dubit","-","dubitiamo",604,"dubitiamo","dubit","-","dubiti",476,"dubiti","dubit","-",0,1,"-"
"808","duplicare","duplico",19,"dupliko","duplik","k","are","duplik","k","duplica",527,"duplika","duplik","k","duplichiamo",26,"duplikiamo","duplik","k","duplichi",47,"dupliki","duplik","k",0,1,"-"
"809","durare","duro",72,"duro","dur","-","are","dur","-","dura",8451,"dura","dur","-","duriamo",17,"duriamo","dur","-","duri",548,"duri","dur","-",0,1,"-"
"810","eccettuare","eccettuo",9,"ettSettuo","ettSettu","-","are","ettSettu","-","eccettua",809,"ettSettua","ettSettu","-","eccettuiamo",14,"ettSettuiamo","ettSettu","-","eccettui",42,"ettSettui","ettSettu","-",0,1,"-"
"811","eccitare","eccito",123,"ettSito","ettSit","-","are","ettSit","-","eccita",1108,"ettSita","ettSit","-","eccitiamo",22,"ettSitiamo","ettSit","-","ecciti",116,"ettSiti","ettSit","-",0,1,"-"
"812","edificare","edifico",338,"edifiko","edifik","k","are","edifik","k","edifica",627,"edifika","edifik","k","edifichiamo",25,"edifikiamo","edifik","k","edifichi",57,"edifiki","edifik","k",0,1,"-"
"813","editare","edito",6822,"edito","edit","-","are","edit","-","edita",2162,"edita","edit","-","editiamo",43,"editiamo","edit","-","editi",1071,"editi","edit","-",0,1,"-"
"814","educare","educo",38,"eduko","eduk","k","are","eduk","k","educa",1795,"eduka","eduk","k","educhiamo",122,"edukiamo","eduk","k","educhi",252,"eduki","eduk","k",0,1,"-"
"815","effettuare","effettuo",351,"effettuo","effettu","-","are","effettu","-","effettua",26513,"effettua","effettu","-","effettuiamo",444,"effettuiamo","effettu","-","effettui",1915,"effettui","effettu","-",0,1,"-"
"816","eguagliare","eguaglio",6,"eguaLLo","eguaLL","LL","are","eguaLL","LL","eguaglia",439,"eguaLLa","eguaLL","LL","eguagliamo",5,"eguaLLamo","eguaLL","LL","eguagli",82,"eguaLLi","eguaLL","LL",0,1,"-"
"817","elaborare","elaboro",86,"elaboro","elabor","-","are","elabor","-","elabora",7628,"elabora","elabor","-","elaboriamo",160,"elaboriamo","elabor","-","elabori",637,"elabori","elabor","-",0,1,"-"
"818","elencare","elenco",421,"elenko","elenk","k","are","elenk","k","elenca",5104,"elenka","elenk","k","elenchiamo",609,"elenkiamo","elenk","k","elenchi",2518,"elenki","elenk","k",0,1,"-"
"819","elevare","elevo",97,"elevo","elev","-","are","elev","-","eleva",3227,"eleva","elev","-","eleviamo",179,"eleviamo","elev","-","elevi",334,"elevi","elev","-",0,1,"-"
"820","eliminare","elimino",341,"elimino","elimin","-","are","elimin","-","elimina",7890,"elimina","elimin","-","eliminiamo",476,"eliminiamo","elimin","-","elimini",1126,"elimini","elimin","-",0,1,"-"
"821","elogiare","elogio",410,"elodGo","elodG","dG","are","elodG","dG","elogia",898,"elodGa","elodG","dG","elogiamo",14,"elodGamo","elodG","dG","elogi",33,"elodGi","elodG","dG",0,1,"-"
"822","emanare","emano",29,"emano","eman","-","are","eman","-","emana",6644,"emana","eman","-","emaniamo",44,"emaniamo","eman","-","emani",598,"emani","eman","-",0,1,"-"
"823","emarginare","emargino",4,"emardGino","emardGin","-","are","emardGin","-","emargina",400,"emardGina","emardGin","-","emarginiamo",12,"emardGiniamo","emardGin","-","emargini",47,"emardGini","emardGin","-",0,1,"-"
"824","emendare","emendo",5,"emendo","emend","-","are","emend","-","emenda",305,"emenda","emend","-","emendiamo",7,"emendiamo","emend","-","emendi",28,"emendi","emend","-",0,1,"-"
"825","emigrare","emigro",37,"emigro","emigr","-","are","emigr","-","emigra",721,"emigra","emigr","-","emigriamo",11,"emigriamo","emigr","-","emigri",34,"emigri","emigr","-",0,1,"-"
"826","emozionare","emoziono",271,"emoziono","emozion","-","are","emozion","-","emoziona",1482,"emoziona","emozion","-","emozioniamo",33,"emozioniamo","emozion","-","emozioni",4228,"emozioni","emozion","-",0,1,"-"
"827","emulare","emulo",134,"emulo","emul","-","are","emul","-","emula",338,"emula","emul","-","emuliamo",9,"emuliamo","emul","-","emuli",137,"emuli","emul","-",0,1,"-"
"828","enfatizzare","enfatizzo",24,"enfatizzo","enfatizz","-","are","enfatizz","-","enfatizza",1232,"enfatizza","enfatizz","-","enfatizziamo",67,"enfatizziamo","enfatizz","-","enfatizzi",83,"enfatizzi","enfatizz","-",0,1,"-"
"829","entrare","entro",707,"entro","entr","-","are","entr","-","entra",89189,"entra","entr","-","entriamo",4776,"entriamo","entr","-","entri",8814,"entri","entr","-",0,1,"-"
"830","entusiasmare","entusiasmo",283,"entusiasmo","entusiasm","-","are","entusiasm","-","entusiasma",1368,"entusiasma","entusiasm","-","entusiasmiamo",17,"entusiasmiamo","entusiasm","-","entusiasmi",319,"entusiasmi","entusiasm","-",0,1,"-"
"831","enucleare","enucleo",3,"enukleo","enukle","-","are","enukle","-","enuclea",216,"enuklea","enukle","-","enucleiamo",5,"enukleiamo","enukle","-","enuclei",19,"enuklei","enukle","-",0,1,"-"
"832","enumerare","enumero",32,"enumero","enumer","-","are","enumer","-","enumera",519,"enumera","enumer","-","enumeriamo",18,"enumeriamo","enumer","-","enumeri",19,"enumeri","enumer","-",0,1,"-"
"833","enunciare","enuncio",68,"enuntSo","enuntS","tS","are","enuntS","tS","enuncia",1759,"enuntSa","enuntS","tS","enunciamo",40,"enuntSamo","enuntS","tS","enunci",109,"enuntSi","enuntS","tS",0,1,"-"
"834","equilibrare","equilibro",10,"equilibro","equilibr","-","are","equilibr","-","equilibra",154,"equilibra","equilibr","-","equilibriamo",6,"equilibriamo","equilibr","-","equilibri",139,"equilibri","equilibr","-",0,1,"-"
"835","equipaggiare","equipaggio",14,"equipaddGo","equipaddG","dG","are","equipaddG","dG","equipaggia",310,"equipaddGa","equipaddG","dG","equipaggiamo",5,"equipaddGamo","equipaddG","dG","equipaggi",68,"equipaddGi","equipaddG","dG",0,1,"-"
"836","equiparare","equiparo",12,"equiparo","equipar","-","are","equipar","-","equipara",1019,"equipara","equipar","-","equipariamo",22,"equipariamo","equipar","-","equipari",79,"equipari","equipar","-",0,1,"-"
"837","equivocare","equivoco",115,"equivoko","equivok","k","are","equivok","k","equivoca",278,"equivoka","equivok","k","equivochiamo",18,"equivokiamo","equivok","k","equivochi",33,"equivoki","equivok","k",0,1,"-"
"838","ereditare","eredito",42,"eredito","eredit","-","are","eredit","-","eredita",1645,"eredita","eredit","-","ereditiamo",132,"ereditiamo","eredit","-","erediti",67,"erediti","eredit","-",0,1,"-"
"839","erogare","erogo",14,"erogo","erog","g","are","erog","g","eroga",3834,"eroga","erog","g","eroghiamo",56,"erogiamo","erog","g","eroghi",232,"erogi","erog","g",0,1,"-"
"840","errare","erro",2971,"erro","err","-","are","err","-","erra",578,"erra","err","-","erriamo",34,"erriamo","err","-","erri",107,"erri","err","-",0,1,"-"
"841","esagerare","esagero",917,"esadGero","esadGer","-","are","esadGer","-","esagera",1697,"esadGera","esadGer","-","esageriamo",1225,"esadGeriamo","esadGer","-","esageri",453,"esadGeri","esadGer","-",0,1,"-"
"842","esalare","esalo",10,"esalo","esal","-","are","esal","-","esala",300,"esala","esal","-","esaliamo",10,"esaliamo","esal","-","esali",41,"esali","esal","-",0,1,"-"
"843","esaltare","esalto",178,"esalto","esalt","-","are","esalt","-","esalta",6784,"esalta","esalt","-","esaltiamo",139,"esaltiamo","esalt","-","esalti",514,"esalti","esalt","-",0,1,"-"
"844","esaminare","esamino",383,"esamino","esamin","-","are","esamin","-","esamina",8711,"esamina","esamin","-","esaminiamo",1148,"esaminiamo","esamin","-","esamini",962,"esamini","esamin","-",0,1,"-"
"845","esasperare","esaspero",16,"esaspero","esasper","-","are","esasper","-","esaspera",641,"esaspera","esasper","-","esasperiamo",12,"esasperiamo","esasper","-","esasperi",62,"esasperi","esasper","-",0,1,"-"
"846","esclamare","esclamo",163,"esklamo","esklam","-","are","esklam","-","esclama",4943,"esklama","esklam","-","esclamiamo",35,"esklamiamo","esklam","-","esclami",58,"esklami","esklam","-",0,1,"-"
"847","escogitare","escogito",19,"eskodGito","eskodGit","-","are","eskodGit","-","escogita",246,"eskodGita","eskodGit","-","escogitiamo",20,"eskodGitiamo","eskodGit","-","escogiti",25,"eskodGiti","eskodGit","-",0,1,"-"
"848","esecrare","esecro",4,"esekro","esekr","-","are","esekr","-","esecra",26,"esekra","esekr","-","esecriamo",12,"esekriamo","esekr","-","esecri",3,"esekri","esekr","-",0,1,"-"
"849","esemplificare","esemplifico",16,"esemplifiko","esemplifik","k","are","esemplifik","k","esemplifica",703,"esemplifika","esemplifik","k","esemplifichiamo",12,"esemplifikiamo","esemplifik","k","esemplifichi",44,"esemplifiki","esemplifik","k",0,1,"-"
"850","esercitare","esercito",78,"esertSito","esertSit","-","are","esertSit","-","esercita",30576,"esertSita","esertSit","-","esercitiamo",290,"esertSitiamo","esertSit","-","eserciti",4648,"esertSiti","esertSit","-",0,1,"-"
"858","esitare","esito",399,"esito","esit","-","are","esit","-","esita",3531,"esita","esit","-","esitiamo",210,"esitiamo","esit","-","esiti",568,"esiti","esit","-",0,1,"-"
"859","esonerare","esonero",546,"esonero","esoner","-","are","esoner","-","esonera",1270,"esonera","esoner","-","esoneriamo",7,"esoneriamo","esoner","-","esoneri",261,"esoneri","esoner","-",0,1,"-"
"860","esorcizzare","esorcizzo",10,"esortSizzo","esortSizz","-","are","esortSizz","-","esorcizza",256,"esortSizza","esortSizz","-","esorcizziamo",16,"esortSizziamo","esortSizz","-","esorcizzi",17,"esortSizzi","esortSizz","-",0,1,"-"
"861","esortare","esorto",866,"esorto","esort","-","are","esort","-","esorta",3775,"esorta","esort","-","esortiamo",302,"esortiamo","esort","-","esorti",83,"esorti","esort","-",0,1,"-"
"862","espatriare","espatrio",48,"espatrio","espatri","-","are","espatri","-","espatria",43,"espatria","espatri","-","espatriamo",6,"espatriamo","espatri","-","espatri",7,"espatri","espatr","-",0,1,"-"
"863","esperimentare","esperimento",108,"esperimento","esperiment","-","are","esperiment","-","esperimenta",155,"esperimenta","esperiment","-","esperimentiamo",25,"esperimentiamo","esperiment","-","esperimenti",2555,"esperimenti","esperiment","-",0,1,"-"
"864","espiare","espio",6,"espio","espi","-","are","espi","-","espia",109,"espia","espi","-","espiamo",8,"espiamo","espi","-","espii",22,"espii","espi","-",0,1,"-"
"865","espirare","espiro",78,"espiro","espir","-","are","espir","-","espira",122,"espira","espir","-","espiriamo",33,"espiriamo","espir","-","espiri",20,"espiri","espir","-",0,1,"-"
"866","espletare","espleto",10,"espleto","esplet","-","are","esplet","-","espleta",1263,"espleta","esplet","-","espletiamo",14,"espletiamo","esplet","-","espleti",77,"espleti","esplet","-",0,1,"-"
"867","esplicare","esplico",10,"espliko","esplik","k","are","esplik","k","esplica",4383,"esplika","esplik","k","esplichiamo",5,"esplikiamo","esplik","k","esplichi",432,"espliki","esplik","k",0,1,"-"
"868","esplicitare","esplicito",110,"esplitSito","esplitSit","-","are","esplitSit","-","esplicita",891,"esplitSita","esplitSit","-","esplicitiamo",21,"esplitSitiamo","esplitSit","-","espliciti",215,"esplitSiti","esplitSit","-",0,1,"-"
"869","esplorare","esploro",92,"esploro","esplor","-","are","esplor","-","esplora",2747,"esplora","esplor","-","esploriamo",145,"esploriamo","esplor","-","esplori",141,"esplori","esplor","-",0,1,"-"
"870","esportare","esporto",105,"esporto","esport","-","are","esport","-","esporta",2017,"esporta","esport","-","esportiamo",283,"esportiamo","esport","-","esporti",389,"esporti","esport","-",0,1,"-"
"871","espropriare","esproprio",27,"esproprio","espropri","-","are","espropri","-","espropria",353,"espropria","espropri","-","espropriamo",9,"espropriamo","espropri","-","espropri",42,"espropri","espropr","-",0,1,"-"
"872","esternare","esterno",65,"esterno","estern","-","are","estern","-","esterna",155,"esterna","estern","-","esterniamo",26,"esterniamo","estern","-","esterni",80,"esterni","estern","-",0,1,"-"
"873","estirpare","estirpo",32,"estirpo","estirp","-","are","estirp","-","estirpa",105,"estirpa","estirp","-","estirpiamo",12,"estirpiamo","estirp","-","estirpi",40,"estirpi","estirp","-",0,1,"-"
"874","estraniare","estranio",20,"estranio","estrani","-","are","estrani","-","estrania",79,"estrania","estrani","-","estraniamo",7,"estraniamo","estrani","-","estrani",15,"estrani","estran","-",0,1,"-"
"875","estrapolare","estrapolo",48,"estrapolo","estrapol","-","are","estrapol","-","estrapola",195,"estrapola","estrapol","-","estrapoliamo",42,"estrapoliamo","estrapol","-","estrapoli",29,"estrapoli","estrapol","-",0,1,"-"
"876","esulare","esulo",10,"esulo","esul","-","are","esul","-","esula",2046,"esula","esul","-","esuliamo",4,"esuliamo","esul","-","esuli",541,"esuli","esul","-",0,1,"-"
"877","esultare","esulto",90,"esulto","esult","-","are","esult","-","esulta",1708,"esulta","esult","-","esultiamo",124,"esultiamo","esult","-","esulti",104,"esulti","esult","-",0,1,"-"
"878","etichettare","etichetto",16,"etiketto","etikett","-","are","etikett","-","etichetta",1171,"etiketta","etikett","-","etichettiamo",28,"etikettiamo","etikett","-","etichetti",30,"etiketti","etikett","-",0,1,"-"
"879","evacuare","evacuo",10,"evakuo","evaku","-","are","evaku","-","evacua",65,"evakua","evaku","-","evacuiamo",4,"evakuiamo","evaku","-","evacui",3,"evakui","evaku","-",0,1,"-"
"880","evaporare","evaporo",10,"evaporo","evapor","-","are","evapor","-","evapora",660,"evapora","evapor","-","evaporiamo",3,"evaporiamo","evapor","-","evapori",74,"evapori","evapor","-",0,1,"-"
"881","evidenziare","evidenzio",210,"evidenzio","evidenzi","-","are","evidenzi","-","evidenzia",34221,"evidenzia","evidenzi","-","evidenziamo",342,"evidenziamo","evidenzi","-","evidenzi",1801,"evidenzi","evidenz","-",0,1,"-"
"882","evitare","evito",2738,"evito","evit","-","are","evit","-","evita",10594,"evita","evit","-","evitiamo",1830,"evitiamo","evit","-","eviti",3166,"eviti","evit","-",0,1,"-"
"883","evocare","evoco",81,"evoko","evok","k","are","evok","k","evoca",5983,"evoka","evok","k","evochiamo",54,"evokiamo","evok","k","evochi",245,"evoki","evok","k",0,1,"-"
"884","fabbricare","fabbrico",46,"fabbriko","fabbrik","k","are","fabbrik","k","fabbrica",738,"fabbrika","fabbrik","k","fabbrichiamo",503,"fabbrikiamo","fabbrik","k","fabbrichi",55,"fabbriki","fabbrik","k",0,1,"-"
"885","facilitare","facilito",14,"fatSilito","fatSilit","-","are","fatSilit","-","facilita",6145,"fatSilita","fatSilit","-","facilitiamo",40,"fatSilitiamo","fatSilit","-","faciliti",1058,"fatSiliti","fatSilit","-",0,1,"-"
